label;sentence
2;Könnte man die Fläche des Kreisels evtl für Photovoltaik nutzen? oder eine andere regenerative Energieerzeugung. 
2;Ich würde gerne ein Projekt initiieren und einige schwimmende PV-Module auf die Binnenalster installieren. So soll eine Diskussion gestartet werden, aktiver Klimaschutz und EE-Strom erzeugt und weitere Projekte initiiert werden. Gerne kann ich die Projektidee ausführlich vorstellen.
2;Der Heiligengeistfeld ist eine zu große wärme absorbierende Fläche.Es braucht für die Hitzesommer mehr Bäume und Sickerflächen für deren Bewässerung
2;Und das das die „Grünflächen“ wirklich welche werden also mit Wildblumen etc. und nicht nur nutzlosen Rasen. 
2;Wesentlicher Maßstab für die Planung des Grüns um den Elbtower sollten Natur- und Artenschutz sein. D.h. hier sollten nur einheimische Pflanzen gesetzt werden, zudem sollte es mindestens einen Wildnis-Bereich geben, der aber größer sein sollte, als der im Lohsepark
2;Und gleichzeitig Bäume pflanzen! 
2;Was schon hergestellt worden ist und nochmals genutzt wird muss nicht auf Kosten der Umwelt entsorgt und erneut hergestellt werden.
2;Die Lebensmittelgeschäfte sollten aufgefordert werden, Ihre Verpackungen zu überdenken, und Obst und Gemüse grundsätzlich ohne Verpackung anbieten.
2;Hamburger Trinkwasser sollte in allen Restaurants und Bars in Karaffen angeboten werden und die Unmengen Flaschenwasser ersetzen bzw. reduzieren - natürlich nicht umsonst (aber zu einem reduzierten Preis) und natürlich auch gesprudelt. Funktioniert z. B. im Café Paris hervorragend. Gern gemeinsam mit der Dehoga!
2;Meines Wissens gibt es in Hamburg noch kein Konzept zum Recycling von Alttextilien. Man kann zwar einwandfreie Altkleider im Recyclinghof abgeben, aber sobald ein Löchlein oder ein Fleck drin ist, gehören die Kleider und Textilien in Hamburg in den Hauptmüll. So die Information, die ich bekam, als ich bei der Müllentsorgung Hamburg anrief.Dies ist ein Armutszeugnis für eine fortschrittliche Stadt wie Hamburg und sollte dringend addressiert werden. Die Gründe liegen auf der Hand.Einzig H&amp
2;Einige Cafés in Winterhude wie etwa das Lese Café im Stadtpark machen schon bei RECUP mitnimmt Einwegverpackungen zu sparen. Je besser das pfandsystem ausgebaut wird und je mehr Kooperationen es gibt, desto besser funktioniert es die Pfandbecher flexibel  abzugeben 
2;Klima und Fairer Handel gehören eng zusammen. Bisher wachsen keine Kaffeebohnen, Bananen oder Kakaobohnen bei uns in Hamburg. Von daher sind wir sehr stark auf die Produktion im Globalen Süden angewiesen. Dort werden in kleinbäuerlichen Strukturen, oft unter menschenunwürdigen und umweltbelastenden Bedingungen, unsere Lebensmittel angebaut. Der Faire Handel schafft einen Unterschied. 
2;Egal ob Kaffee, Tee, Banane, Baumwolle oder Kakao: im Fairen Handel geht es um direkte, nachhaltige und transparente Lieferketten. Wie können Sie im Bezirk Nord stärker den Fairen Handel integrieren? Welche Unternehmen sind schon dabei und können als Leuchttürmer vorangehen? Wer hat Interesse mehr über einen nachhaltige Ausrichtung seiner Lieferkette zu erfahren? 
2;Für mehr Diversität von Flora und Fauna: Kooperationen mit Wohnungsunternehmen eingehen, z.B. kann die Zusammenarbeit in der Gestaltung der Grünflächen massiv befördert werden. 
2;Die Unternehmen im Stadtteil könnten so einen Beitrag zur Begrünung des Stadtteils und zur Steigerung der Biodiversität in der Stadt leisten.
2;Der fussball Käfig ist toll. Die Tischtennis Platte könnte mehr von Stein zu einem anderen belag wechseln für schöneres Spielen. Wasser pumpe ist ein Hit. Der Rest ist nicht so doll
2;Bitte die Büsche und Bäume beibehalten. Wir wollen weiterhin einen begrünten Spielplatz. Die Rasenfläche ist schön zum Sitzen.
2;Ich würde mir wünschen, dass an den Randbereichen essbare Pflanzen angepflanzt werden. Man könnte zum Beispiel 
2;Auch Benjeshecken in den Randbereichen wären toll. Sie bieten Kleintieren wie Insekten, Igeln, etc. Schutz- und Lebensraum.
2;Der „Hügel“ auf dem das Häuschen steht, könnte noch besser genutzt werden, z.B. eine Art Tunnelanlage, Kletterwand, Baumstümpfe/-scheiben o.ä. was diesem Bereich etwas mehr „Abenteuerspielplatz“-Charakter geben würde. 
2;Die Schranke, die den Verkehr in der Fischers Allee beruhigen soll, wird leider immer wieder geöffnet. 
2;Die Schranke könnte z.B. durch Blumenkübel oder Bäume ersetzt werden.
2;Seit Jahren weise ich immer wieder darauf hin, dass in Hamburg, in Ottensen zu viel Fläche versiegelt wird. Aktuell auch jetzt beim Anlegen der Fahrradstrecken. Spielplätze, Parks und an den Straßen längst ist viel zu massiv versiegelt. 
2;Den Platz ums Pavillon auf beiden Seiten schließen und begrünen. Und viel viel mehr Fahrradbügel in ganz Ottensen 
2;So schön die blühenden Baumscheiben sein mögen – wenn Fahrradbügel eingezäunt und unbenutzbar machen, fehlt mein wohlwollendes Verständnis. Die Arnoldstraße zw. Rothe Str. und Fischers Allee ist ein Paradebeispiel. 
2;Beidseitig Vorgärten, Blumenkübel, Bäume – warum zusätzlich an die 20 Fahrradbügel (für mind. 40 Räder!) unzugänglich machen? Die lehnen dann nämlich kreuz und quer an den Zäunen.
2;Warum können nicht endlich in der Ottenser Haupstrasse mehr Bäume gepflanzt werden? Auch auf dem Kemal ALtun Platz wäre noch Platz für mehr Bäume? Dies ginge auch vor dem Pavillion gegenüber dem Katelbach und an mehreren anderen Stellen. 
2;Bitte kritisch prüfen wo überall noch Bäume gepflanzt werden können.
2;Es wäre toll, wenn Flachdächer begrünt werden könnten. Zum Beispiel die Aula von der Schule Bahrenfelder Straße würde sich prima dafür anbieten! Aber auch andere Gebäude könnten so für ein besseres Klima in der Stadt sorgen!
2;Nordottensen fehlt es absolut an Grün. Es gibt viel weniger Bäume als im Süden des Stadtteils. Die Bebauung ist deutlich dichter. Es wäre so wunderbar wenn auf dieser Fläche eine kleine grüne Insel entstehen könnte.
2;Begrünte Fassaden kühlen die Straße, speichern CO2 und verbessern die Dämmung des Gebäudes.Öffentliche Gebäude sollten begrünt werden. Für private Eigentümer können Anreize durch Förderungen geschaffen werden.
2;Bitte bei der Gelegenheit Straßengrün in Kübeln aufstellen (richtig einplanzen geht leider nicht, weil zuviele unterirdische Kabel, Leitungen, Rohre zugänglich bleiben müssen)
2;Es wäre schön, wenn an einigen Stellen die Stein und Asphaltwüste etwas aufgebrochen und dafür mehr Stadtgrün gepflanzt werden würde. Stichwort Schwammstadt 
2;Außerdem Begrünung des Platzes. 
2;Parkplätze weg, Platz für Menschen statt Blech.Vor allem der Ottenser Marktplatz hätte auch eine Umgestaltung nötig. So wie er ist, kann er nicht richtig genutzt werden.
2;In einigen engen Straßen Ottensens sollten statt des beidseitigen Parkens nur noch auf einer Seite geparkt werden. Die Mottenburger Straße ist ein Beispiel dafür. Auf der anderen Seite könnten Büsche und Stauden gepflanzt werden. 
2;Diese Bepflanzung müsste in Hinblick auf die Biodiversität sinnvoll gewählt werden, am besten mit Beratung von Experten, wie z.B. den NABU.
2;Um Ottensen etwas grüner zu machen, sollten Patenschaften für die Baumscheiben vergeben werden, so dass die Anwohner selbst die Begrünung mitgestalten können. 
2;Wie bereits im Ottensen macht Platz-Projekt probiert, sollten wieder Hochbeete (da können dann wenigstens die Hunde nicht reinmachen) aufgestellt werden. Diese könnten z.B. mit einem gewissen Budget für die Erstbepflanzung von der Stadt an Anwohner-Patenschaften zur Pflege übergeben werden.
2;Wir finden den Duschi klasse, insbesondere die Wasserpumpe, außer an kalten Tagen während der wärmeren Jahreszeit, da gehen wir dann meist auf Spielplätze ohne Wasser, schade, dass das nicht regulierbar ist. 
2;Viele Schilder sollen uns die abhanden gekommene Natur ersetzen. NABU und polit. Parteien spielen mit, obwohl es sich selbst  weniger ökologisch denkenden Menschen erschließt, was dort derzeit  passiert. 
2;Natürlich gewachsene Strukturen werden vernichtet, weil man glaubt, Wasser könnte für Geld auch bergauf fließen (vom Nordteich Richtung Norden). 
2;Ebenso sinnfreie Lesetürme (50.000 € je Stück) werden errichtet, weil einfach nur zu viel Geld im Topf ist, was auf Gedeih und Verderb ausgegeben werden muss.
2;DerFriedhof war einmal ein ökolisches Kleinod und es braucht eine Leitung, die sich dem Naturschutzgedanken verpflichtet fühlt. 
2;Naturverdichtung ist angesagt und kein zweiter Stadtpark.
2;Dies filtert am effektivsten Feinstaub und Stickoxide. Bietet Bienen und Insekten Nahrung sowie im späteren Blühberlauf auch Nahrung für Vögel. Man könnte diese Pflanze als Hecke auf Grünstreifen an Fahrbahnen aufstellen. 
2;Weitere Idee: Eine verpflichtung Balkone zu bepflanzen. Dies sollte auch finanziell unterstützt werden. Somit könnte man etliche Quadratmeter für filtrierende Pflanzen wie die besagte Zwergmispel sowie auch Efeu und viele andere SchaffenEs ist schade, leer stehende Balkone zu sehen. 
2;Ein gutes Beispiel für innovative Luftfilter-Anlagen sind die Chinesen. Anstatt eine Fläche für Wohnungen und Büros zu blockieren, sollte man ein Gebäude errichten in denen ausgewählte Pflanzen wachsen. Sowas kann man auch auf bestehende Gebäuden errichten. 
3;Brücken
3;Autos weg
3;Wegweiser-tafeln
3;gutes Leitsystem
3;Orientierungshilfen
3;Orientierungshilfen.
3;Campus-Übersichtsplan
3;Orientierungshilfen
3;Beruhigung des Platzes
3;mehr orientierungshilfen
3;z.B. Orientierungshilfen
3;Verkehrsberuhigter Bereich
3;mehr Orientierungshilfen
3;Wegweiser sind nie verkehrt
3;Wegweiser, breitere Fußwege
3;Infosäulen mit Sprachausgabe
3;Lift für Fußgängerbrücken?
3;mehr Wegweiser für den Campus
3;Orientierungshilfen wären gut
3;Orientierungshilfen klingt gut
3;verbesserte Orientierungshilfen
3;Orientierungshilfen, Leitsysteme
3;Fußgängertunnel oder Zebrastreifen
3;Mehr Wegweise, vor allem für die TU
3;Brücke für Rad und Fußgänger, s. o.
3;Radwege separat über Ampeln führen.
3;Leitsystem, Radwege nicht auf Gehweg
3;Mehr Orientierungshilfen und Betreuer
3;Orientierungshilfen sind für alle gut.
3;Orientierungstafeln mit Brailleschrift
3;Bordsteinabsenkung, wo es notwendig ist
3;Orientierungshilfen sind immer sinnvoll!
3;Bordsteine ebenerdig, glatte Untergründe
3;weniger gefährliche Straßenüberquerungen
3;Maps or direction signage could be useful
3;Neue Ampeln. Kürzere Straßenüberquerungen.
3;Untertunnelung, Straßenverkehr nach unten.
3;Laufwege verkürzen durch weniger Fahrspuren
3;Orientierungshilfen, Lagepläne, Infozentrum
3;Mehr Platz v.a. Im Bereich der Haltestellen
3;gern Campuswegweiser auf dem Platz installieren
3;Orientierungshilfe für bestimmte Campusbereiche
3;Guter zustand der Wege, ausreichend breite Wege.
3;Verzicht auf Mittelinseln weniger Abbiegespuren
3;einheitliches Höhenniveau und Orientierungshilfen
3;Haltestellen näher aneinander bringen (Umstiegszeit)
3;Orientierungshilfen z.b. taktil am Boden anbringen
3;Informationstafeln an den Haltestellen für Ortsunkundige
3;wie erwähnt Unterführung der Fußgänger und der Haltstelle
3;Fußgängerbrücken zur Reduzierung der Gefahr für Fußgänger
3;neuer weg auf die Trefftz-Wiese --> östlich der Neuen Mensa
3;klare Wegführung - optische Trennung von Fuß- und Radweg
3;Orientierungshilfen, evnt die Vermeidung der Straßen Kreuzung
3;Beschilderung für Campus sinnvoll, auch Senkung der Brodsteine
3;Beschilderung, z.B. wie komme ich zur Neuen Mensa, zum HSZ, ...
3;Ampeln näher zusammenlegen, Bushaltestellen näher zusammenlegen
3;Größere Fußwege wenn man auf der HSZ Bushaltestelle Seite steht.
3;Radfahrer sollten noch stärker von Fußgängern abgegrenzt werden.
3;Orientierungshilfen und Verlängerung der Grünphasen für Fußgänger
3;Wege verkürzen, Ampelphasen verlängern, Rampenprofil überarbeiten
3;Eine direktere Wegeführung wäre auch in dieser Hinsicht hilfreich.
3;Wege optimieren - Ampeln transparenter (siehe andere Antworten)
3;die ÖPNV-Umsteigemöglichkeiten müssten viel besser ausgeschildert sein
3;Priorisierung von FußgängerInnen und FahrradfahrerInnen gegenüber PKWs
3;Einrichtung von Orientierungshilfen bessere Abtrennung des Radverkehrs
3;bessere Trennung der Fahrrad- und Fußgängerspuren um Unfällen vorzubeugen
3;Lange Ampel quer über die Kreuzung von Ecke HSZ bis Ecke Studentenwohnheim.
3;Großzügigere Ampelzeiten für Fußgänger_innen, kürze Wartezeiten an den Ampeln.
3;Verkehr umleiten um mehr Raum für Personen zu Fuß oder auf dem Rad zu schaffen
3;neue Konzepte des ÖPNV neuer Umsteige Punkt und Haltestellen behinderten gerecht. neue große Anzeige Tafeln
3;bereits vorher beschrieben, KFZ unterirdisch leiten, Platz vollständig für nichtmotorisierten Verkehr nutzen.
3;Abschaffung des Kfz Verkehrs. Zellescher Weg als Autobahnumgehung abschaffen. Alternative Route: Kein Kfz Verkehr.
3;Umverteilung des Platzes (weniger Fahrspuren, mehr Platz für Fuß und Rad), dadurch bessere Situation an der Bushaltestelle
3;Leitsystem aus verschiedenen Belägen und eine Geräuschreduzierung durch Fahrbahnverkleinerung. Dann kann man auch das Ampelticken hören.
3;Verlängerung der Fußgängerampelphasen, Umgestaltung/Erweiterung der Warteflächen an der Bushaltestelle in der Bergstraße (Fahrtrichtung Hbf).
3;Klare Trennung Rad- und Fußwege und Verkehrsberuhigung (30 km/h!) 
3;Angleichung der Fuß- und Radwege an das Straßenniveau Instandsetzung der Radwege (Schlaglöcher!) Verbreiterung der Radwege v. a. entlang des Zelleschen Weges
3;Fußgängerüberwege sollten im Winter (falls es nochmal Schnee geben sollte), ordentlich beräumt werden, damit man nicht über Glatteis oder durch die Beräumung der Straße aufgeschüttete Schneeberge gehen muss
3;Bessere Trennung von Rad- und Fußwegen insbesondere an Ampelübergängen. 
3;Kreisverkehr, sodass weniger Bordsteinkanten für den selben Weg vorhanden sind oder eine zweietagige Verkehrführung, die Fußgänger, Rollstuhlfahrer und Radfahrer vom Kraftfahrzeugverkehr trennt. Klare Flächen zum Abstellen von Fahrrädern und E-Rollern.
3;Mehr Platz für Fußgänger und Radfahrer. Orientierungshilfen für alle. 
3;Fußgängerbrücken mit langen seichten Auffahrten könnten in das bestehende Wegsystem eingesetzt werden, diese erlauben es nicht nur Personen mit eingeschränkter Mobilität den Platz sicher, autonom und schnell zu überqureren sondern bietet auch eine Möglichkeit das Fahrradnetz stark zu beschleunigen.
3;Wenn nicht schon vorhanden: - Leitsysteme - akustische und taktile Ampeln - barrierefreie Ampelquerungen und Haltestellen - taktile Abgrenzung zu Radweg und Fahrbahn - geringe Wegeneigung - barrierefreie Informationen (braille und große Schrift, einfache Sprache, (auch) in Sitzhöhe) 
3;Die Gestaltung des Platzes als fußgängerfreundlicher Platz (Entkoppelung von Fußgänger- und Radverkehr, wie oben beschrieben) sollte allerdings bereits eine Verbesserung der Barrierefreiheit für Fußgänger bringen.
3;Radwegeführung an Stellen verändern, wo schnelle Radfahrer*innen Menschen mit Behinderung/-en gefährden können, z. B. rund um die Haltestellen an der Bergstraße, dort fahren manche mit vollem Tempo mit Fahrrad den Berg herunter, es kreuzen aber Menschen im Rollstuhl, mit Gehhilfen etc. die langsame sind. 
3;Klarere Trennung von Fuß- und Radwegen.
3;Fahrradstellplätze und Bänke wären eine schöne Ergänzung.
3;Mehr Wartemöglichkeiten und Aufenthaltsmöglichkeiten für Fußgänger.
3;als zentrale Stelle ein guter Platz für Fahrradparkplätze, auch um diese am HSZ zu entlasten
3;Der Verkehrsfluss sollte beibehalten werden Allerdings im Einklang breiter Fuß und Radwege.
3;mehr Fahrradabstellmöglichkeiten auf allen Seiten des Platzes, mehr Grün und Sitzgelegenheiten
3;Am besten die Radwege besser legen, die Fußwege auch und denn restlichen Platz mit Grün dekorieren
3;Ein Vehrksberugigter bereich der zum Aufahlten und Verweilen einlädt. Ähnlichekeiten mit der Innenstadt.
3;Aufenthaltsqualität erhöhen oder Nutzungsqualität erhöhen. Eine Fahrradparkhaus wäre an dieser Stelle sinnvoll
3;sichere Abstellmöglichkeiten für Fahrräder Informationstafel (gern in Verbindung mit digitalen Möglichkeiten) zur Uni
3;Schnelleres Durchkommen als Verkehrsteilnehmer
3;mehr Bikesharing (nicht nur herkömmliches, sondern auch E-Bike [z.B. für dienstliche Fahrten von Uni-MA] und Lastenräder)
3;Stärkung des Öffenlichen Verkehrs durch Seilbahnen Mehr Sitzgelegenheiten und Grünflächen um in der Pause dort zu verweilen
3;Autoverkehr reduzieren, Straßenübergänge für Fuß- und Radfahrer verbessern (aktuell bspw. zu wenig Platz an der Bergstraße), breitere Radinfrastruktur
3;Ein besseres Verkehrsnetz
3;ÖPNV mit Zentralhaltestelle im Bereich Mensa, abgekoppelt vom PKW Verkehr. Fußgänger- und Radwegbrücke Zellescher Weg - Nürnberger Straße wäre sinnvoll.
3;Fuß- und Radverkehr stärker berücksichtigen. Lärm reduzieren. Durchfahrverbot für Fremd-LKW auf Bergstraße und Zelleschem Weg, welches auch kontrolliert wird.
3;Mit der teilweisen Verlagerung des Straßenverkehrs unter die Erde entstehen Möglichkeiten zur Aufenthalts- und Freizeitnutzung (Grünflächen, Geschäfte, Cafes) am Platz
3;ÖPNV-Knotenpunkt ggf. in Kombination mit Radverleih und Carsharing - 
3;Aufenthaltsfläche für Fußgänger schaffen. Trennung zwischen Verkehrs- und Aufenthaltsfläche mit z.B. baulicher Trennung und Konzentrierung der Verkehrsflächen auf NO-Ecke.
3;neue Bus und Bahnlinien neuer Umsteige Knotenpunkt. Mehr Studentische Lern Räume Unierweiterung Bibo Erweiterung.
3;Öffentliche Grünfläche in aktueller Verkehrsebene mit Zentralhaltestelle. Restlicher Verkehr tiefer. 
3;Am besten umrahmt mit viel Grün. Ein Ort zum verweilen, keiner zum eilen.
3;Fahrradselbsthilfewerkstatt - Fahrradabstellmöglichkeiten (auch Lastenräder) - TUD-Information - Aufenthaltsmöglichkeiten (Sitzgelegenheiten) - Lärmschutz
3;Mehr Platz für Fußgänger und Radfahrer, ggf. durch Fahrspurwegfall mit Straßenbahntrasse - andererseits ist der Zellesche Weg DIE West-Ost-Achse im Süden. 
3;Genug Raum für Fuß- und Radwege zur Verfügung stellen. Vorrang des Autoverkehrs an den Ampeln reduzieren, um die Wartezeit der Fußgänger zu verkürzen. 
3;Nutzungen finde ich in Ordnung, weniger Durchgangsverkehr durch Autos durch so viel Durchgangsverkehr würden Freizeitmöglichkeiten (vor Allem zur Entspannungen) sicher nicht viel genutzt werden und zu einer zusätzlichen Überlastung des Platzes führen
3;Etwas groß gedacht, aber eine komplette Unterführung ab dem Kreuzungsbereich, mit Haltestellen überirdisch würde den Platz extrem Aufwerten, sodass ich dort auch gerne für Aktivitäten verweilen würde.
3;Der Zubringerverkehr zur Autobahn sollte vom Studentenverkehr getrennt werden. Was spricht dagegen, die Linie 61 über die Momsenstraße oder die Nöthnitzer Straße zu führen? Spätestens wenn die Linie 7 (oder die neue 5?) als Straßenbahn über den Zelleschen Weg geführt wird muss hier sowieso grundsätzlich die ÖPNV-Führung überdacht werden.
3;auch wenn ich kein Freund von Autos in der Stadt bin, sind gute Autobahnbringer, die den Verkehr schnell aus der Stadt und zur Autobahn bringen, eigentlich sinnvoll. Hinterfragt werden sollte allerdings die Breite des Zelleschen Weges. 
3;Eine kreuzungsfreie Verkehrsführung der Hauptverkehrsstraßen (Trogvariante für die Bergstraße) würde erheblich zur Entlastung und Lärmreduzierung beitragen. 
3;Fußgängerverkehr und Kraftverkehr bestmöglich voneinander trennen. z.B. KFZ-Tunnel für Einfallstraße und breite Überquerungsmöglichkeit (Tunneldach) für Fußgänger kombinieren, gern auch mit umfassender Begrünung. 
3;Mindestens zwischen Haltestelle Universität und Momsenstraße. Fuß- und Radwege deutlich verbreitern.
3;Es sollten sehr viele Studenten schnell und wenig gefährdet (z. B. Fußgänger durch Radfahrer), möglichst ohne Autofahrer zu Behindern (bei Rot gehen) über den Platz kommen (möglichst ohne an einer Ampel warten zu müssen) 
3;Voraussetzung dafür ist eine Reduzierung der Verkehrsfläche, insbesondere für den Kraftfahrzeugverkehr. Ggf. könnten schmalere Fahrspuren auch mit einer Reduzierung der Höchstgeschwindigkeit einhergehen, wodurch die Lärmbelästigung am Fritz-Foerster-Platz sänke.
3;Ehrlich gesagt weiß ich gar nicht, was es dort gibt. Obwohl ich nicht so weit weg wohne, komme ich allenfalls auf einen Spaziergang vorbei oder auf einem Alltagsweg - dann aber nur bis zur Zwinglistraße.
3;Nur leider verkommt die Zufahrt zur Schieferburg in den letzten Jahren zum Treffpunkt für pöbelnde Jugendliche, die auf dem Weg dorthin bzw. auf dem Rückweg zur Haltestelle Liebstädter Straße pöbelnd/grölen und mit lauter Musik Passanten und Anwohner stören.
3;Die Parkmöglichkeiten am Ärztehaus sollten erweitert werden, gerade für Ältere sind die Wege sonst zu groß
3;Auf dem Vonovia - Müllplatz - Hof in Richtung Garagen (ost) Auf dem Platz ist oft ohrenbetäubender Krach!!! 
3;Es muss zentraler liegen, wenn etwas stattfindet da viele nicht mehr so gut zu Fuß unterwegs sind.
3;Lasst den Garagenkomplex und den beschränkten Parkplatz stehen, es gibt schon so keine Parkplätze !!
3;Ich glaube, die Parksituation an der Rosenbergstraße muss unbedingt verbessert werden. 
3;Am Findlingsbrunnen, er liegt zentral und gut auffindbar.
3;An der Zwinglistraße. Viel Verkehr
3; Trotzdem finde ich es nicht so einladend zum Verweilen, weil doch der Durchgangsverkehr vor allem durch Radfahrer enorm ist. Hier könnte ich mir eine bessere Lenkung durch einen Radweg als hilfreich vorstellen oder auch eine leichte Trennung von Platz und Geh- bzw.. Fahrwegen durch weitere Bepflanzung. Der Platz ist sehr steinlastig.
3;dringendd Autoverkehr verringern, tempo 30 einführen und/oder umleiten. Altgruna Word sonst niemals mehr werden als eine einkaufszeile
3;Stark befahrene Zwinglistraße
3;Zwinglistraße: Verkehrsreich und laut.
3;Den Straßenzug Rothermundtstraße und Rosenbergstraße wegen des vielen Autoverkehrs.
3;Dort sind viele Radfahrer auf dem Gehweg unterwegs, obwohl die Gehwege nicht für Radfahrer freigegeben sind.
3; Und ich finde es immer sehr anstrengend, mit dem Fahrrad oder zu Fuß die Zwinglistraße zu überqueren, denn es ist sehr eng für alle Verkehrsteilnehmer und die Ampelschaltungen orientieren sich aus meiner Sicht zu stark am motorisierten Verkehr und kaum an den großen Fußgänger- und Radfahrerströmen.
3;Durch die Spurenreduzierung der Versmannstraße auf eine Spur ist es möglich, auch die Spuren auf den nachfolgenden Straßen zu reduzieren.
3;Jede dritte Straße plus Parkplätze sollte schmaler gebaut und nur für Fahrräder freigegeben werden
3;Die Einbahnstrassenregelung sollte daher aufgehoben werden und zur Unfallprophylaxe Tempo 30 eingeführt werden. 
3;Das würde auch Groß Borstel an Eppendorf und Winterhude anschließen. Der Stadtteil ist im Moment durch riesige Verkehrsschneisen von den umliegenden Stadtteilen abgetrennt.
3;Ältere Bewohner bleiben auf der Strecke und Radfahren ist für ältere Menschen nicht mehr gegeben. Eine Bussanbindung wäre auch nicht schlecht.
3;Sperrung für den Durchgangsverkehr, zumindest für Verbrenner- Umwidmung in eine Fahrradstraße (= Tempo 30)- Zusammenlegung der Fußgängerüberwege am Planetarium zu einer Gehwegüberfahrt mit Schritttempo- Zügige Umstellung der Linie 179 auf Elektrobusse- …?
3;Man kommt mit einem Standard Kinderwagen dort kaum entlang, wenn sich dann noch Fußgänger begegnen beginnt ein Slalom um die Steinklötze und Baumbeete herum.Gleichzeitig ist eine sehr große gepflasterte Fläche ungenutzt und quasi toter Raum.
3;Rothestrasse ab Ottenser Hauptstrasse zur Einbahnstraße Richtung Süden machen, Ottenser Haupstraße ab Rothestraße: Einbahnstraßenrichtung umkehren.
3;Ja alle wollen Autofreiezone in Ottensen. Ich finde eher sollte sich Mann frage stellen, ob das was Fahrradfahrer sich in Ottensen erlauben gut ist, besonders in der Ottensener Hauptstraße.
3;Ja wir sind alle Verkehrsteilnehmer aber Fahrradfahrer erlauben sich alles.Ich bin ehr dafür das mann Ottensen fahrrad und Autofreie zone sein soll, nicht desto trotz sollen die Einwohner deren Autos frei nutzen können in Ottensen egal in welcher Form und Tages Zeit mit angepassten Geschwindigkeit und den Fahrradfahre sollte mann verbieten die Einbahnstraße in gegen richtung zu Fahren mit richtigen Bestrafung von 50 euro. 
3;Dass der Gastronomie mehr Platz eingeräumt wird finde ich gut, besser als eine Vollsperrung der Straßen.
3;Ich schlage vor die Straßenverschwenkungen, wie z.B. in der Großen Brunnenstraße zwischen Holstentwiete u. Erdmannstr., zu beseitigen und durch Bremsschwellen zu ersetzen, um den Verkehr zu verlangsamen. 
3;Mit Bremsschwellen haben Lkws, z.B. die Müllabfuhr, keine Probleme und die Straße bleibt übersichtlich. In der Gr. Brunnenstraße gibt es regelmäßig Staus u. Nerverei, weil man nicht sehen kann was von vorne kommt, zumal die Anwohner dort noch Bäume gepflanzt haben, die die Sicht behindern.
3;Alles Kopfsteinpflaster sollte durch Asphalt ersetzt werden. Kopfsteinpflaster sorgt für laute Fahrgeräusche, es rüttelt u. die Radfahrer benutzen deshalb die Fußwege, es ist rutschig bei Nässe, vergrößert also die Unfallgefahr und es erschwert das Überqueren der Fahrbahn für Rollstuhlfarer, Gehwagenberutzer und Kinderwagen. Kopfsteine können auf Parkstreifen verwendet werden oder in Parks.
3;Ja, ich weiß: Es geht bei diesem Projekt vor allem um Autohass. Aber es gibt Mensch, die brauchen ein Auto. Und diese Menschen müssen ihren Wagen irgendwo unterstellen. Parkhaus Mercado für 3.- Euro am Tag ist ein erster guter Schritt, allerdings ist es überfüllt. Parkhaus Bahnhof Altona ist keine Option, da vollgekackt. 
3;Wenn Sie schon Autos aussperren, sollten Sie auch Möglichkeiten schaffen, den Wagen zu überschaubaren Konditionen sicher und würdig zu parken.Als Fußgänger (mit Hund), Radfahrer und Autofahrer wünsche ich mir eins: Radfahrer, haltet Euch bitte an die Spielregeln, fahrt NICHT durch die Fußgängerzone. 
3;Weil das freiwillig nicht passieren wird, wünsche ich mir schärfere Kontrollen durch die Ordnungsbehörden.
3;Und von Ihnen: Bitte spaltet diese Gesellschaft nicht in gute Menschen und Autofahrer!
3;Auf einem Stück der Erdmannstraße zur Großen Brunnenstraße hin ist per Auto kein Entgegenkommen möglich. Was passiert? Autos fahren von beiden Seiten möglichst schnell um dann schon weiter drin zu sein in der Engstelle als das entgegenkommende Fahrzeug. Was dann oft folgt ist oft aussteigen und pöbeln unter Androhung von Handgreiflichkeiten. 
3;Wenn dann Richtung Große Brunnenstraße zurückgesetzt wird, passiert dies oft durch zugeparkte Straßenecken halb blind in den sich stauenden Verkehr in die Große Brunnenstraße hinein. Dazwischen kreuzen dann nicht wenige zu Fuß gehende und Radfahrende die Erdmannstraße an der Ecke Brunnenstraße.
3;Vorschlag wäre eine Einbahnstraßenregelung in Richtung Am Born - Große Brunnenstraße. Tut m.E. keinem weh und würde einige Probleme lösen.
3;Eine Erhöhung der Kosten für Anwohner kam rasch ... auch, dass das Besucherparken nun auch Geld kostest, ist für uns Anwohner nicht fair.Bis dato habe ich als Anwohner noch keinen Vorteil dieses Projektes vernommen
3;Radfahren ist auf den Fußwegen nur für Kinder und Eltern mit ihren Kindern erlaubt. Das interessiert aber die wenigsten Radfahrer:innen. Immer wieder werde ich von schnell fahrenden Radfaher:innen auf Fußwegen bedrängt. Wie soll das künftig geregelt werden? Hierzu braucht es vermutlich einen Mix von Maßnahmen. 
3;Freundliche und sichtbare Schilder wären hilfreich, die zum Absteigen auf Fußwegen auffordern.  Ein Leitbild für Rücksichtsnahme mit klaren Regeln was geht und was nicht geht. Das sollte sich an alle Verkehrsteilnehmer richten. Das hätte ich gern in einem handlichen Format, um es auch an andere weiterzugeben.    
